,city,date,variable,value
143,seattle,2021-12-01,uid_indivseg,-3.686832455213493
144,la,2020-01-01,uid_indivseg,0.8277222834042305
145,la,2020-02-01,uid_indivseg,-1.3292473634295892
146,la,2020-03-01,uid_indivseg,-8.669832885382133
147,la,2020-04-01,uid_indivseg,-11.864354094060761
148,la,2020-05-01,uid_indivseg,-9.62250722509952
149,la,2020-06-01,uid_indivseg,-9.272557973263213
150,la,2020-07-01,uid_indivseg,-9.278341414141815
151,la,2020-08-01,uid_indivseg,-8.65804114394241
152,la,2020-09-01,uid_indivseg,-8.095192454890109
153,la,2020-10-01,uid_indivseg,-8.92520377061547
154,la,2020-11-01,uid_indivseg,-11.018640925635731
155,la,2020-12-01,uid_indivseg,-11.951114791749916
156,la,2021-01-01,uid_indivseg,-10.79366995382318
157,la,2021-02-01,uid_indivseg,-9.340614761303796
158,la,2021-03-01,uid_indivseg,-8.460532465286388
159,la,2021-04-01,uid_indivseg,-7.772599800794706
160,la,2021-05-01,uid_indivseg,-7.583962665785025
161,la,2021-06-01,uid_indivseg,-6.555973947292593
162,la,2021-07-01,uid_indivseg,-5.935485392733171
163,la,2021-08-01,uid_indivseg,-5.955263741492678
164,la,2021-09-01,uid_indivseg,-4.89155722170385
165,la,2021-10-01,uid_indivseg,-5.029015713127931
166,la,2021-11-01,uid_indivseg,-5.42478845064626
167,la,2021-12-01,uid_indivseg,-4.976632873465897
168,dallas,2020-01-01,uid_indivseg,0.746767755692287
169,dallas,2020-02-01,uid_indivseg,-0.13824018426438195
170,dallas,2020-03-01,uid_indivseg,-4.357599018646556
171,dallas,2020-04-01,uid_indivseg,-5.197788843615376
172,dallas,2020-05-01,uid_indivseg,-3.865506065291989
173,dallas,2020-06-01,uid_indivseg,-4.550656942352911
174,dallas,2020-07-01,uid_indivseg,-3.8544493357041136
175,dallas,2020-08-01,uid_indivseg,-3.062077385947796
176,dallas,2020-09-01,uid_indivseg,-2.922817752458177
177,dallas,2020-10-01,uid_indivseg,-3.5874070040800685
178,dallas,2020-11-01,uid_indivseg,-4.423872107973174
179,dallas,2020-12-01,uid_indivseg,-3.7938338847819564
180,dallas,2021-01-01,uid_indivseg,-3.4359334290041073
181,dallas,2021-02-01,uid_indivseg,-3.186562659205293
182,dallas,2021-03-01,uid_indivseg,-2.3910625186854206
183,dallas,2021-04-01,uid_indivseg,-2.323509015763906
184,dallas,2021-05-01,uid_indivseg,-2.7517820802085016
185,dallas,2021-06-01,uid_indivseg,-2.267556254605732
186,dallas,2021-07-01,uid_indivseg,-1.7493190100804858
187,dallas,2021-08-01,uid_indivseg,-1.6812864526964613
188,dallas,2021-09-01,uid_indivseg,-0.8131315682254309
189,dallas,2021-10-01,uid_indivseg,-1.0327106530512775
190,dallas,2021-11-01,uid_indivseg,-1.3002696092924912
191,dallas,2021-12-01,uid_indivseg,-0.8158864633422834
