2020-04-01_diff,num,color,index
149.59134634407252,0,g,Hardware
142.04604146869414,1,g,Big Box Store
94.85902534965406,2,purple,Bank
53.36416694476588,3,cyan,Supermarket
43.83288492089071,4,purple,Automotive
-53.02704747884989,5,orange,Italian
-59.01205422347405,6,purple,Gym / Fitness
-59.58793716969973,7,orange,American
-59.616340263034395,8,purple,Gym
-61.97731557522782,9,g,Apparel
